iter	MultiClass
241	0.1382205002
242	0.1374562315
243	0.1365770845
244	0.1358129821
245	0.1347781999
246	0.1342031769
247	0.1331397219
248	0.1324240321
249	0.1318468501
250	0.1316200557
251	0.1307982583
252	0.1304690718
253	0.1297942681
254	0.1295850554
255	0.128706681
256	0.1278811669
257	0.1273330204
258	0.1265917417
259	0.1263426657
260	0.1256323655
261	0.1253964185
262	0.124958182
263	0.1240400552
264	0.1231687241
265	0.1225571999
266	0.1219269493
267	0.1216033173
268	0.1214114028
269	0.1208397815
270	0.1204805432
271	0.1199493836
272	0.1194401954
273	0.1190015658
274	0.1185798799
275	0.1178107694
276	0.1172255199
277	0.1168409555
278	0.1162874177
279	0.1159592092
280	0.1157776349
281	0.1153645984
282	0.1149270533
283	0.1146583444
284	0.1139792614
285	0.1137133817
286	0.1133436023
287	0.1129646317
288	0.1126252159
289	0.1116095636
290	0.1109907617
291	0.1104630564
292	0.1097509675
293	0.109690693
294	0.1088582829
295	0.1086416311
296	0.1084838638
297	0.1081458228
298	0.1077001962
299	0.1071328934
300	0.1067205246
301	0.1063348251
302	0.1058787329
303	0.1055256254
304	0.1053304958
305	0.1048920459
306	0.1047321496
307	0.1044341682
308	0.1042653948
309	0.1039199137
310	0.1035199037
311	0.1033183057
312	0.1032042322
313	0.1027939491
314	0.1025396512
315	0.1024047202
316	0.101678747
317	0.1014712523
318	0.1012467665
319	0.1009811957
320	0.1006195357
321	0.1003107912
322	0.09987926376
323	0.09957411192
324	0.09920292499
325	0.09904755833
326	0.0985988859
327	0.09850237508
328	0.09808638409
329	0.09747189324
330	0.09720607897
331	0.09689059346
332	0.09679500467
333	0.09638867621
334	0.09629849862
335	0.09584234449
336	0.09534199447
337	0.09525295122
338	0.0950430524
339	0.0944297775
340	0.0939776591
341	0.09384578042
342	0.09353946882
343	0.0931596735
344	0.09279548719
345	0.0925296145
346	0.09234547667
347	0.09216913574
348	0.09187864699
349	0.0917458965
350	0.09151554575
351	0.09139345024
352	0.0911902508
353	0.0907202241
354	0.09043783482
355	0.09030781798
356	0.08995451739
357	0.08958157749
358	0.08947822957
359	0.08936232461
360	0.0891921895
361	0.08914060832
362	0.08908632166
363	0.08904139781
364	0.08883684743
365	0.08860718491
366	0.08833499577
367	0.08800093699
368	0.08747967331
369	0.08722975308
370	0.08686047541
371	0.08658896537
372	0.08654529095
373	0.08641005227
374	0.08628253727
375	0.08603828005
376	0.08599271517
377	0.08574484791
378	0.08532887051
379	0.08512521984
380	0.08475117173
381	0.08464187111
382	0.08453436134
383	0.0844690548
384	0.08425537393
385	0.08420208287
386	0.08398814193
387	0.08390031423
388	0.08386368388
389	0.08380151221
390	0.08361411752
391	0.0832925399
392	0.08318735157
393	0.08313317305
394	0.082914581
395	0.08272471416
396	0.08251866083
397	0.0822196585
398	0.08197774972
399	0.08194711146
400	0.08186869371
401	0.08182126833
402	0.08173617393
403	0.08157633719
404	0.0813366934
405	0.08128045557
406	0.08102405463
407	0.08092841487
408	0.08078597055
409	0.08066112694
410	0.08049383257
411	0.08033234677
412	0.08029542961
413	0.08007008169
414	0.07979652235
415	0.07977028587
416	0.07961323379
417	0.0794166087
418	0.0793209687
419	0.07905671794
420	0.07894996689
421	0.07889936418
422	0.07865384417
423	0.07844412733
424	0.07829963738
425	0.07823888291
426	0.0781518953
427	0.07809086119
428	0.07788718193
429	0.07782166725
430	0.07779941558
431	0.07773857564
432	0.0776313999
433	0.07743519148
434	0.07730076594
435	0.07717631283
436	0.07699048414
437	0.076859681
438	0.07670271144
439	0.07667895278
440	0.07654325907
441	0.07645467074
442	0.07642880325
443	0.07639914692
444	0.07638738385
445	0.07613854185
446	0.07579997349
447	0.07575534832
448	0.07563113978
449	0.07545232154
450	0.07533347335
451	0.07530718188
452	0.07515996887
453	0.07513369856
454	0.07480226933
455	0.07475885586
456	0.07471369077
457	0.07462727869
458	0.07455420126
459	0.07417243695
460	0.07411220097
461	0.07408228484
462	0.07400817874
463	0.07395799458
464	0.07391806044
465	0.07351449835
466	0.07343314382
467	0.07309726047
468	0.07301658247
469	0.07296223863
470	0.07262437191
471	0.0726082655
472	0.07242927662
473	0.07225818933
474	0.07217355459
475	0.07211898852
476	0.07207135192
477	0.07190598737
478	0.07186060249
479	0.07177930269
480	0.07166934055
481	0.07165496463
482	0.07144740695
483	0.07135036125
484	0.0713246926
485	0.071146968
486	0.07106778139
487	0.0709517051
488	0.07085030228
489	0.07079639453
490	0.07075992123
491	0.07071409585
492	0.07058104037
493	0.07052254139
494	0.07046205492
495	0.07043282427
496	0.07028757209
497	0.07020845632
498	0.07017610747
499	0.07008986542
500	0.07007354552
501	0.0700419717
502	0.06995137427
503	0.06980113552
504	0.06967121837
505	0.06956442507
506	0.06939628709
507	0.06937962488
508	0.06916605618
509	0.06906197376
510	0.06903527903
511	0.06887092594
512	0.06882738083
513	0.06872751471
514	0.06871349169
515	0.06863563355
516	0.06858415694
517	0.0684922376
518	0.06827997636
519	0.06826133304
520	0.06815451467
521	0.06805860746
522	0.06801949715
523	0.06797079058
524	0.06784473329
525	0.06768065326
526	0.06766709783
527	0.06763922449
528	0.06760004656
529	0.06749846178
530	0.06743621683
531	0.06742367191
532	0.06741612882
533	0.06733817575
534	0.06726616909
535	0.06725064992
536	0.06711787169
537	0.06710438605
538	0.06696921125
539	0.06693634743
540	0.0668805523
541	0.06670068895
542	0.0666591472
543	0.06662735596
544	0.0665075788
545	0.06639088902
546	0.06633395727
547	0.06631978363
548	0.06630775242
549	0.06617585896
550	0.06597402771
551	0.06583795891
552	0.06568931848
553	0.06562761167
554	0.065619051
555	0.06556150837
556	0.06529453498
557	0.06526419737
558	0.06522320155
559	0.0652125962
560	0.06511240991
561	0.06509478729
562	0.06496353828
563	0.06495496164
564	0.06493919951
565	0.06485455944
566	0.06479376717
567	0.06475986733
568	0.06469476475
569	0.06465752795
570	0.06456646401
571	0.06450807234
572	0.06442116491
573	0.06422263934
574	0.06418673245
575	0.06409564855
576	0.06400369173
577	0.06394343718
578	0.06390306754
579	0.06387180648
580	0.06384374694
581	0.06377782619
582	0.06374675137
583	0.06372309347
584	0.06365839255
585	0.06349276624
586	0.06348200706
587	0.06339544475
588	0.06317792564
589	0.06313504164
590	0.06306727179
591	0.0629766688
592	0.06295803156
593	0.06287858546
594	0.06275850227
595	0.06269598583
596	0.06268628673
597	0.06252059705
598	0.06248519516
599	0.0624536101
600	0.06235673005
601	0.06234468717
602	0.06231435903
603	0.06228875817
604	0.0622179897
605	0.06212416626
606	0.0621070209
607	0.06182679402
608	0.0616985948
609	0.06166515626
610	0.06155543985
611	0.06143411248
612	0.06139936708
613	0.06122670328
614	0.06116219384
615	0.06108709562
616	0.06080137753
617	0.06074886937
618	0.06067415876
619	0.06063261681
620	0.06057532896
621	0.06054293007
622	0.06050618836
623	0.06038018029
624	0.06017437474
625	0.06014171853
626	0.06002364921
627	0.06001370628
628	0.05997254182
629	0.0599356215
630	0.05987943889
631	0.05984825975
632	0.05979872156
633	0.05960346258
634	0.0595349014
635	0.05947655056
636	0.05944910562
637	0.05940979239
638	0.05931771795
639	0.05929684519
640	0.05924080153
641	0.05907031618
642	0.05900884622
643	0.05890392194
644	0.05884469835
645	0.05882889056
646	0.05878000777
647	0.05862201107
648	0.05856389501
649	0.05854483074
650	0.05851939086
651	0.05840858118
652	0.05836614339
653	0.05826106659
654	0.05819601413
655	0.05810631474
656	0.0580290371
657	0.05800354325
658	0.05791368203
659	0.05785801226
660	0.05780015332
661	0.05763103606
662	0.05751070409
663	0.05749428575
664	0.05746406833
665	0.05743406589
666	0.05740150336
667	0.05739259822
668	0.05721809306
669	0.05717279965
670	0.05706695611
671	0.05704083262
672	0.05702220093
673	0.0569949397
674	0.05695733742
675	0.05682707152
676	0.05675562523
677	0.05674762143
678	0.05669529195
679	0.05665288484
680	0.05662852097
681	0.05658198486
682	0.05648865066
683	0.05647675077
684	0.05645778731
685	0.05643813331
686	0.05642078983
687	0.05631315239
688	0.05610160342
689	0.05608450851
690	0.05597669373
691	0.05593488051
692	0.05575463774
693	0.0557454367
694	0.05567216442
695	0.05565806601
696	0.05558699212
697	0.05549245717
698	0.05544992456
699	0.05544340289
700	0.05543755946
701	0.05540513532
702	0.05518647548
703	0.05510482654
704	0.05502945106
705	0.05502082823
706	0.05498316233
707	0.05497044343
708	0.05489024742
709	0.05482844123
710	0.0547939269
711	0.05478532782
712	0.05476501375
713	0.05464721643
714	0.05461348296
715	0.05456698846
716	0.05453834331
717	0.05449749438
718	0.05446290757
719	0.05444630932
720	0.05431569563
721	0.05427689304
722	0.05419226325
723	0.05416188272
724	0.05415600418
725	0.05410061036
726	0.05408691556
727	0.05406232461
728	0.05403349579
729	0.05400416961
730	0.05397081188
731	0.05394000875
732	0.05391617547
733	0.05386721952
734	0.05386254071
735	0.0538412808
736	0.05380292831
737	0.05379431473
738	0.05370784471
739	0.05367308618
740	0.05363236911
741	0.05361568877
742	0.05352903027
743	0.05345790164
744	0.05333229905
745	0.0533054436
746	0.05324819129
747	0.05319636028
748	0.05314334033
749	0.0530339358
750	0.05297193252
751	0.05296220382
752	0.05295528638
753	0.05291252705
754	0.05289825154
755	0.05288636197
756	0.05284317068
757	0.05275972767
758	0.05267646912
759	0.0526702485
760	0.05265655971
761	0.05263496612
762	0.0526280285
763	0.05256580138
764	0.05251012971
765	0.05240623312
766	0.05238371351
767	0.05228351459
768	0.05226972918
769	0.05221390776
770	0.05216422491
771	0.05215898491
772	0.05210556589
773	0.05205626424
774	0.05204970022
775	0.05201200928
776	0.05199697747
777	0.05196096879
778	0.05189913997
779	0.05188040332
780	0.05175156829
781	0.05174051276
782	0.05167501798
783	0.05155257219
784	0.05147683949
785	0.05146636894
786	0.05141053645
787	0.05140369608
788	0.05139602955
789	0.05138106229
790	0.05137233454
791	0.05136552185
792	0.05133547518
793	0.05131945555
794	0.05123666747
795	0.05122913743
796	0.05121289555
797	0.05114909982
798	0.05112659509
799	0.05110842976
800	0.05108847514
801	0.0510644656
802	0.05091058493
803	0.0508984397
804	0.05080291093
805	0.0507892175
806	0.05077921142
807	0.05066105201
808	0.05060563571
809	0.05050331088
810	0.05048085426
811	0.05047704709
812	0.05040699025
813	0.05030238512
814	0.05018841574
815	0.05006630273
816	0.05001714723
817	0.04996878303
818	0.04996052693
819	0.04995233346
820	0.04990405265
821	0.04990066752
822	0.04988376113
823	0.04983763735
824	0.04980554449
825	0.04976433482
826	0.04975582904
827	0.0497459983
828	0.04972143973
829	0.04969268166
830	0.04965229517
831	0.04963885848
832	0.04957431304
833	0.04954911507
834	0.04940690043
835	0.04934660475
836	0.04933229223
837	0.04931053227
838	0.04922318461
839	0.04910421424
840	0.04907569368
841	0.04906796867
842	0.04903167611
843	0.04902671827
844	0.04895456835
845	0.04891569329
846	0.04889006519
847	0.0488590178
848	0.04880734456
849	0.04878224204
850	0.04876696452
851	0.04863165126
852	0.04859181491
853	0.04858556184
854	0.04854674896
855	0.04851081042
856	0.04844278628
857	0.04841399802
858	0.04838253
859	0.04835480695
860	0.04831358991
861	0.04830739113
862	0.0482847792
863	0.04827699028
864	0.0482656424
865	0.04822914499
866	0.04820694262
867	0.04816774427
868	0.0481444595
869	0.04810942297
870	0.04807797797
871	0.04804650979
872	0.04801883973
873	0.04801439682
874	0.04801184375
875	0.04799620208
876	0.04797843862
877	0.04790704133
878	0.04786473561
879	0.04784668381
880	0.04783969846
881	0.04782414769
882	0.04777866236
883	0.04776883363
884	0.04774711101
885	0.04774366766
886	0.04760717897
887	0.04760369923
888	0.04751737396
889	0.04749227469
890	0.04748700469
891	0.04746155127
892	0.04745119575
893	0.04736892845
894	0.04734910789
895	0.04731815413
896	0.04726307227
897	0.04725091574
898	0.04722266985
899	0.04720770825
900	0.04715166882
901	0.04707102071
902	0.0470491063
903	0.04703303305
904	0.04702671316
905	0.04701195658
906	0.04697223617
907	0.04688810322
908	0.04688208933
909	0.04687200247
910	0.04685430904
911	0.04684205161
912	0.04682229716
913	0.04681260615
914	0.04680599485
915	0.04676968591
916	0.04675781096
917	0.04674996535
918	0.04673708346
919	0.04672185417
920	0.04670690654
921	0.04668892912
922	0.04665053903
923	0.04656950578
924	0.04655231797
925	0.04654049747
926	0.04640836314
927	0.04639290368
928	0.04635420832
929	0.04629695244
930	0.04626712783
931	0.04624890575
932	0.04610718218
933	0.04609586575
934	0.04605505289
935	0.04604369906
936	0.04603502976
937	0.04601031955
938	0.04599997519
939	0.04599818502
940	0.04595737816
941	0.04594849552
942	0.04593542949
943	0.04590354333
944	0.04589259032
945	0.04588437346
946	0.0458624226
947	0.04581236019
948	0.04578659873
949	0.0457805974
950	0.04570609505
951	0.04567346601
952	0.04566936746
953	0.04562252577
954	0.04559217224
955	0.04553220672
956	0.04553024295
957	0.04541065311
958	0.04538989656
959	0.04538321157
960	0.04532800163
961	0.0452834737
962	0.04527386262
963	0.04517712163
964	0.04517285201
965	0.04515283756
966	0.04511910476
967	0.04508111688
968	0.04507431743
969	0.04503451339
970	0.04501039042
971	0.04493246292
972	0.04488634638
973	0.04486849286
974	0.04484184102
975	0.04483406401
976	0.0447812436
977	0.04475854688
978	0.04471063167
979	0.04469174342
980	0.04468001728
981	0.0446207233
982	0.04461335187
983	0.04454231248
984	0.04453243859
985	0.0445147512
986	0.04440582402
987	0.04440132524
988	0.04439236705
989	0.04437605767
990	0.04436425044
991	0.04435509878
992	0.0441926535
993	0.04418069282
994	0.04415218338
995	0.04414520969
996	0.04410835131
997	0.04409605138
998	0.04407291403
999	0.04403107453
1000	0.04401371811
1001	0.04399297598
1002	0.04396932879
1003	0.04394246424
1004	0.0439240418
1005	0.04384263154
1006	0.04382893462
1007	0.04380048262
1008	0.04376556039
1009	0.04375441059
1010	0.04374842088
1011	0.04373330506
1012	0.04371523884
1013	0.04368972993
1014	0.04367458581
1015	0.04367007851
1016	0.04366103947
1017	0.04364441791
1018	0.04363983943
1019	0.04363338547
1020	0.04361587122
1021	0.0436034812
1022	0.04357035787
1023	0.04355418557
1024	0.04350432499
1025	0.04349742074
1026	0.04348687434
1027	0.04344569984
1028	0.04343963687
1029	0.04340117981
1030	0.04338649806
1031	0.04337940771
1032	0.04337670152
1033	0.04334812861
1034	0.04334625211
1035	0.04334298928
1036	0.04330320683
1037	0.04326364586
1038	0.04325607155
1039	0.04308699803
1040	0.04306610428
1041	0.04304339133
1042	0.04304017145
1043	0.04302498967
1044	0.04299786135
1045	0.04296064948
1046	0.04293330259
1047	0.04291820854
1048	0.04290003835
1049	0.04287046048
1050	0.04286615017
1051	0.04284828848
1052	0.04282799852
1053	0.04277546326
1054	0.04276797411
1055	0.04272263804
1056	0.04268061508
1057	0.04266016686
1058	0.04265717842
1059	0.042608226
1060	0.04259454086
1061	0.04258613463
1062	0.04255945322
1063	0.04251959121
1064	0.04249147842
1065	0.042478861
1066	0.04246312187
1067	0.04245134549
1068	0.04244011397
1069	0.04241308268
1070	0.04236207236
1071	0.04236075055
1072	0.04232044048
1073	0.0423133687
1074	0.04231044285
1075	0.04229708786
1076	0.04226519224
1077	0.04217500414
1078	0.04216639407
1079	0.04210508224
1080	0.04209363665
1081	0.04200054935
1082	0.04199931578
1083	0.0418975619
1084	0.0418821499
1085	0.04187614743
1086	0.04187366434
1087	0.04186108979
1088	0.04185677861
1089	0.04185026817
1090	0.04182895034
1091	0.04181803324
1092	0.04180986468
1093	0.04172329316
1094	0.04171922874
1095	0.04166295799
1096	0.04165398028
1097	0.04164935191
1098	0.04159926822
1099	0.04158306295
1100	0.04157814486
1101	0.0414398655
1102	0.04138766027
1103	0.04138335807
1104	0.04134529369
1105	0.04133379447
1106	0.04132465692
1107	0.04127653382
1108	0.04125894837
1109	0.04125653608
1110	0.04116826812
1111	0.04115179389
1112	0.04112103337
1113	0.04106631983
1114	0.04106239242
1115	0.04100790611
1116	0.04098649804
1117	0.04093539117
1118	0.04091647054
1119	0.04087318046
1120	0.04082519713
1121	0.04080832191
1122	0.04079457316
1123	0.04076639458
1124	0.04071416771
1125	0.04067127747
1126	0.04064437694
1127	0.04057892712
1128	0.04056313635
1129	0.04053695672
1130	0.04052132626
1131	0.04051282453
1132	0.04050653368
1133	0.04049901465
1134	0.04047602227
1135	0.04046676461
1136	0.04045525092
1137	0.04044821726
1138	0.0404396701
1139	0.04042414491
1140	0.04036209036
1141	0.04035969559
1142	0.0403443253
1143	0.04031167273
1144	0.04028729583
1145	0.04028326113
1146	0.04022409098
1147	0.04022004114
1148	0.0400991341
1149	0.04003777262
1150	0.04003268678
